0,1,2,3,4,5,6
1.25664,2.0497799999999997,-6.2364,4.71926,-4.26931,0.2059,12.31798
-3.8901199999999996,-0.37511,6.14979,4.94585,-3.57844,0.0064,23.67628
5.09784,0.9812,-0.29939,5.85805,0.28297,-0.20626,-1.53459
0.39034,-3.06861,-5.63488,6.43941,0.39255999999999996,-0.07084,-24.6867
5.84727,-0.15922,11.412460000000001,7.52165,1.6988599999999998,0.29022,17.541220000000003
-2.8620200000000002,-0.8433700000000001,-1.08165,0.67115,-2.4891099999999997,0.52328,9.39789
-7.09328,-0.07232999999999999,6.7663199999999994,13.06072,0.12875999999999999,-0.01048,11.73565
-7.176139999999999,0.62875,-2.8992400000000003,-5.214580000000001,-2.70344,-0.22035,4.4248199999999995
8.6743,2.09933,-11.23591,-5.9953199999999995,-2.7977,-0.0871,-5.94615
-6.03324,-4.1672400000000005,2.42063,-3.61827,1.96815,0.17723,-13.118479999999998
8.67485,1.48271,-1.31205,-1.8115400000000002,2.6794,0.04803,-9.25647
4.362480000000001,-2.69788,-4.60562,-0.12849000000000002,3.40617,-0.07841000000000001,-29.940479999999997
9.97205,-0.61515,2.6303900000000002,2.8104400000000003,5.6824900000000005,-0.04495,-20.46775
-1.44556,0.18337,4.6102099999999995,-2.5482400000000003,0.86388,0.17695999999999998,7.12822
-3.90381,0.5324300000000001,2.83416,-5.42397,-0.06367,-0.2281,6.05628
-12.39824,-1.54269,-2.66748,10.820839999999999,5.92054,0.13415,-32.91328
5.75911,-0.8222200000000001,10.247010000000001,0.33635,0.26025,-0.02588,17.75036
-7.12657,3.2870699999999995,-0.22508000000000003,13.429020000000001,2.16708,-0.09153,-2.80277
7.227360000000001,1.27122,0.9918799999999999,-8.87118,-6.86533,0.0941,33.98791
-10.313930000000001,2.2381900000000003,-7.87166,-3.4438800000000005,-1.43267,-0.07893,-3.18407
-8.25971,-0.15799000000000002,-1.8174,1.12972,4.24165,-0.016069999999999997,-20.57366
13.37454,-0.91051,4.61334,0.93989,4.8135,-0.07428,-12.66661
1.49973,-0.5092899999999999,-2.6667,-1.2856,-0.18299,-0.005520000000000001,-6.5637
-10.46766,0.73077,3.93791,-1.73489,-3.26768,0.02366,23.19621
-1.15898,3.14709,-4.73329,13.61355,-3.8748699999999996,-0.14112,13.89143
4.42275,-2.0986700000000003,3.06395,-0.45331000000000005,-2.07717,0.22815,10.292819999999999
-3.34113,-0.31138000000000005,4.49844,-2.32619,-2.95757,-0.00793,21.215120000000002
-1.85433,-1.3250899999999999,8.06274,12.7508,-0.89005,-0.04312,14.54248
0.8547399999999999,-0.50002,-3.5215199999999998,-4.30405,4.13943,-0.028339999999999997,-24.77918
0.33271,-5.28025,-4.95832,22.48546,4.9505099999999995,0.17153,-45.0171
-0.07307999999999999,0.51247,-1.3812,7.86552,3.31641,0.06808,-12.63583
2.99294,2.8519200000000002,5.51751,8.53749,4.30806,-0.17462,0.84415
1.41135,-1.01899,2.275,5.27479,-4.90004,0.19508,23.54972
3.84816,-0.6624899999999999,-1.35364,16.51379,0.32115,0.41051000000000004,-2.2865
3.30223,0.23151999999999998,-2.16852,0.75257,-0.05749,-0.03427,-4.220219999999999
-6.12524,-2.56204,0.79878,-3.3628400000000003,1.00396,0.062189999999999995,-9.107489999999999
-7.475239999999999,1.3140100000000001,-3.30847,4.83057,1.00104,-0.19851,-7.690589999999999
5.84884,-0.53504,-0.19543,10.274510000000001,6.9870399999999995,0.22705999999999998,-29.212459999999997
6.44377,0.47686999999999996,-0.08731,22.88008,-2.8660400000000004,0.03142,10.90274
6.35366,-2.0444400000000003,1.98872,-1.45189,-1.24062,0.23626,4.62178
6.855630000000001,-0.9454299999999999,5.16637,2.8561099999999997,4.64812,0.29535,-7.836469999999999
1.61758,1.31067,-2.16795,8.07492,-0.17165999999999998,-0.10273,0.06922
3.80137,1.0227600000000001,-3.15429,6.09774,3.18885,-0.0016300000000000002,-16.11486
-6.81855,-0.15775999999999998,-10.69117,8.07818,4.14656,0.10690999999999999,-38.4771
-6.43852,4.3012,2.63923,-1.9829700000000001,-0.89599,-0.08174,20.7779
-2.35292,1.26425,-6.80877,3.3122,-6.17515,-0.047639999999999995,14.925070000000002
9.1358,-1.21425,1.1722700000000001,-6.33648,-0.8527600000000001,-0.13366,-0.17285
-3.0298599999999998,-0.48694,0.24329,-0.3883,-4.7041,-0.18065,15.953
3.27244,2.2239299999999997,-1.9664,17.536939999999998,1.62378,0.11539,-4.29743
-4.44346,-1.96429,0.22209,15.29785,-1.9850299999999999,0.40131,4.07647
-2.61294,-0.24905,-4.02974,-23.82024,-5.94171,-0.049319999999999996,16.50504
3.65962,1.69832,0.78025,9.886389999999999,-1.61555,-0.1857,9.99506
2.22893,-4.62231,-3.3344,0.07178999999999999,0.21983000000000003,0.14348,-19.94698
-5.4309199999999995,1.39655,-2.79175,0.16622,-2.38112,-0.09009,6.4903900000000005
-5.88117,-3.0421,-0.87931,3.9619699999999995,-1.01125,0.08132,-6.01714
0.5140100000000001,-0.30741999999999997,6.014069999999999,-6.85848,-3.61343,-0.1571,24.56965
4.45547,2.3428299999999997,0.9809399999999999,-4.66298,-3.7950699999999995,0.37084,27.197909999999997
0.0532,0.27458,6.95838,7.501189999999999,-5.50256,0.06913,36.21698
4.7205699999999995,0.17165,4.83822,-1.0391700000000001,4.1121099999999995,-0.14773,-6.326230000000001
-11.60674,-1.15594,-10.2315,0.49843000000000004,0.32477,-0.14543,-28.540029999999998
-7.554060000000001,0.45765,10.67537,-15.123970000000002,3.4968,0.2035,11.975810000000001
-1.7361799999999998,-1.56867,3.98355,-5.16723,-1.2091100000000001,0.19377,9.55247
2.01963,-1.12612,1.16531,-2.7155299999999998,-5.397819999999999,0.01086,21.83478
-1.6854200000000001,-1.08901,-3.5542599999999998,3.14201,0.82668,0.04372,-13.112039999999999
-3.09104,-0.23295,-5.62436,-3.03831,0.77772,0.02,-14.742510000000001
-3.8771699999999996,0.74098,-2.88109,-2.88103,3.36945,-0.30445,-18.44363
-0.42754,-0.42818999999999996,5.02998,-3.45859,-4.21739,0.25281,29.204390000000004
8.31292,2.30543,-1.52645,-8.39725,-2.65715,-0.30785,12.65607
8.963519999999999,2.1533,7.97777,-2.9950099999999997,2.19453,0.11162000000000001,13.621179999999999
-0.90896,-0.03845,11.60698,5.39133,1.58423,-0.23636999999999997,13.73746
2.0366299999999997,-0.49245,4.30331,17.839470000000002,-0.9629,0.10803,10.857619999999999
-1.7276599999999998,1.38544,1.8823400000000001,-0.58255,-1.55674,0.08176,16.49896
-2.40833,-0.0017699999999999999,2.3214599999999996,-1.0643799999999999,2.9211400000000003,-0.05635,-8.16292
-1.2299799999999999,-1.8163200000000002,-2.8174,12.29083,-1.40781,-0.15404,-6.769939999999999
-3.8533199999999996,-1.24892,-6.24187,0.95304,-3.6631400000000003,0.027460000000000002,-0.8720600000000001
-7.184189999999999,-0.91048,-2.41759,2.46251,-5.11125,-0.05417,11.4835
5.6927900000000005,-0.66299,-3.40195,1.7769,3.7029699999999997,-0.02102,-23.713070000000002
5.820819999999999,1.75872,1.5049299999999999,-1.14792,-0.66104,0.14593,11.82506
0.98854,-0.91971,11.9465,1.3682,2.5371099999999998,0.30359,13.23011
1.55873,0.25461999999999996,2.37448,16.04402,-0.06938,-0.36479,-0.67043
-0.6665,-2.27045,6.40325,7.64815,1.58676,-0.1179,-3.12393
4.587280000000001,-2.90732,-0.05803,2.27259,2.29507,0.13907,-16.76419
-11.73607,-2.26595,1.6346100000000001,6.2125699999999995,0.73723,0.03777,-7.004639999999999
-2.03125,1.8336400000000002,1.5759,5.52329,-3.64759,0.06059,23.96407
4.63339,1.37232,-0.62675,13.46151,3.6993699999999996,-0.09897,-13.66325
-0.93955,-1.3966399999999999,-4.69027,-5.30208,-2.70883,0.0736,-0.26176
3.1953099999999997,-1.4318600000000001,3.82859,-9.83963,-2.8361099999999997,0.09402999999999999,14.30309
-0.66991,-0.33925,-0.26224000000000003,-6.7181,0.5243899999999999,0.006540000000000001,-2.4575
3.32705,-0.20431,-0.6194,-5.82014,-3.3083199999999997,-0.13399,9.9482
-3.014,-1.40133,7.134180000000001,-15.856760000000001,3.9244199999999996,0.29136999999999996,-0.19544
10.75129,-0.08744,4.35843,-9.89202,-0.7179399999999999,0.12349,12.68742
4.74271,-1.32895,-2.73218,9.15129,0.9390200000000001,-0.17934,-15.586979999999999
3.9667800000000004,-1.9307400000000001,-1.9836799999999999,-12.52082,7.35129,-0.30941,-40.20406
2.98664,1.85034,2.54075,-2.9875,0.37193000000000004,0.16047999999999998,9.088189999999999
-6.73878,-1.08637,-1.55835,-3.93097,-3.02271,0.1186,6.24185
-4.5824,-1.27825,7.55098,8.8393,-3.8031800000000002,0.04386,26.147679999999998
-10.003639999999999,2.6600200000000003,-4.26776,-3.73792,-0.72349,-0.24616999999999997,0.7621399999999999
-4.32624,-2.30314,-8.16044,4.46366,-3.33569,-0.01655,-10.05262
-1.90167,-0.15858,-10.434660000000001,4.89762,-0.6460600000000001,-0.14519,-19.6397
2.43213,2.41613,2.49949,-8.038910000000001,-1.6416400000000002,-0.63444,12.76193
